iter	Logloss
0	0.6365311311
1	0.5863229382
2	0.5348681294
3	0.4845833272
4	0.4467468194
5	0.4021362039
6	0.3672251225
7	0.3341524062
8	0.3028582575
9	0.2725654075
10	0.2504832294
11	0.2290803659
12	0.2083255107
13	0.1885056381
14	0.169714701
15	0.1543860179
16	0.1430393608
17	0.1311541394
18	0.1218247066
19	0.1124655098
20	0.1035323593
21	0.0963989005
22	0.0904043607
23	0.08338390268
24	0.07671339226
25	0.07021296209
26	0.06447560255
27	0.05941170309
28	0.05531549958
29	0.05134693861
30	0.04753409702
31	0.04452884952
32	0.04135945939
33	0.03852505423
34	0.03565443984
35	0.0335424863
36	0.03130968469
37	0.03000041321
38	0.02809117229
39	0.0260327412
40	0.02466936588
41	0.02316857341
42	0.02172429479
43	0.02029517615
44	0.01918623553
45	0.01816241318
46	0.01708494304
47	0.01623398899
48	0.01535428821
49	0.01453151077
50	0.01364490038
51	0.01294830066
52	0.01220500184
53	0.01165588686
54	0.0109883746
55	0.01051255441
56	0.009949553097
57	0.009504398062
58	0.009083386967
59	0.008658161953
60	0.008254519062
61	0.007871625288
62	0.007506445645
63	0.007176045123
64	0.006864717197
65	0.006644331276
66	0.006352896253
67	0.006121265312
68	0.005833771063
69	0.005583202056
70	0.005366429482
71	0.005166022834
72	0.004989488142
73	0.004826444287
74	0.004658705976
75	0.004446601058
76	0.004273465771
77	0.004126252167
78	0.003963974422
79	0.003880041014
80	0.003751160032
81	0.003638120808
82	0.003638088116
83	0.003509480362
84	0.003415963447
85	0.003305936365
86	0.003185201164
87	0.003185187648
88	0.003095959198
89	0.003016819251
90	0.002925565036
91	0.002919623844
92	0.00285267572
93	0.002772928516
94	0.002697355911
95	0.002650544476
96	0.002586629672
97	0.002519998854
98	0.002452785894
99	0.002391087555
100	0.002338819635
101	0.002294568689
102	0.002291940198
103	0.002288815291
104	0.002285626408
105	0.002246656812
106	0.002205737139
107	0.002156557575
108	0.002156546762
109	0.002109311338
110	0.002061106257
111	0.002061107449
112	0.002022379712
113	0.002022372692
114	0.001980693165
115	0.001938619198
116	0.001910637505
117	0.001877093824
118	0.001849421573
119	0.001811296607
120	0.001776776022
121	0.001776776022
122	0.001776771778
123	0.001745569361
124	0.001714231016
125	0.001689323486
126	0.001662011714
127	0.001631542059
128	0.001602524841
129	0.001575884157
130	0.001575888146
131	0.001556354336
132	0.001535195729
133	0.001535199533
134	0.001512210599
135	0.001489615244
136	0.001464271102
137	0.001443411651
138	0.001426836871
139	0.001400249593
140	0.001400242679
141	0.001375035384
142	0.001355819837
143	0.001355819837
144	0.001332373104
145	0.001313159859
146	0.001295357386
147	0.001277580509
148	0.001259252712
149	0.001259183105
150	0.001248238111
151	0.001230952752
152	0.001219288553
153	0.001219296378
154	0.001219280237
155	0.001201939273
156	0.001183034216
157	0.001170214507
158	0.001167673865
159	0.001151549161
160	0.001136571587
161	0.001125662241
162	0.001112153952
163	0.001097113088
164	0.001082936722
165	0.001069219319
166	0.00105682528
167	0.001046549149
168	0.001046541534
169	0.001034603215
170	0.001021511238
171	0.001021514065
172	0.00100916733
173	0.000998430112
174	0.0009955316349
175	0.0009833010463
176	0.0009716298961
177	0.0009617913763
178	0.0009509925008
179	0.0009397854893
180	0.0009303212014
181	0.0009227218233
182	0.0009120780427
183	0.0009027184935
184	0.0008935106067
185	0.0008935163277
186	0.0008814928103
187	0.0008694548826
188	0.0008598467399
189	0.0008598521829
190	0.0008513233158
191	0.0008423007517
192	0.0008340189149
193	0.0008292639399
194	0.0008223973269
195	0.000812932396
196	0.0008069010033
197	0.0007999759497
198	0.0007911658804
199	0.0007805818152
200	0.0007805761811
201	0.0007805857057
202	0.0007728798238
203	0.0007650970551
204	0.0007650937008
205	0.0007650937165
206	0.0007580042795
207	0.0007579902296
208	0.0007495441754
209	0.0007495292081
210	0.0007414331637
211	0.0007414248164
212	0.0007414167536
213	0.0007414040852
214	0.0007414040852
215	0.0007335137383
216	0.0007245884632
217	0.0007245961423
218	0.0007245865269
219	0.0007245635033
220	0.0007245564933
221	0.0007245542434
222	0.0007245422658
223	0.0007245476524
224	0.0007161101778
225	0.0007160858812
226	0.0007160858812
227	0.0007160855201
228	0.0007160855201
229	0.0007160800341
230	0.0007160747986
231	0.0007160800239
232	0.0007160690518
233	0.0007160719515
234	0.0007071402533
235	0.0006988512071
236	0.0006988443892
237	0.0006988525808
238	0.0006988454894
239	0.0006988238663
240	0.0006988344499
241	0.0006988316491
242	0.0006988448249
243	0.0006988169181
244	0.000698805549
245	0.0006988026878
246	0.000698795852
247	0.0006987930218
248	0.0006987876923
249	0.0006987781503
250	0.0006987867195
251	0.0006987867195
252	0.0006987775766
253	0.0006987642116
254	0.0006987713493
255	0.0006987632193
256	0.0006987632193
257	0.0006987638352
258	0.000698753518
259	0.0006987493804
260	0.0006987511613
261	0.0006987511613
262	0.0006910780636
263	0.0006910759255
264	0.0006910759255
265	0.0006910792948
266	0.0006910534305
267	0.0006910736528
268	0.0006910527437
269	0.0006910639675
270	0.000691042322
271	0.0006910388186
272	0.0006910315777
273	0.0006910341957
274	0.0006910191029
275	0.0006910317217
276	0.0006910138054
277	0.0006910134051
278	0.0006910172944
279	0.0006910083174
280	0.0006910157253
281	0.0006910121408
282	0.0006910101668
283	0.0006909829345
284	0.0006909869921
285	0.0006909824258
286	0.0006909824258
287	0.0006909823481
288	0.0006909747692
289	0.0006909721612
290	0.000690967094
291	0.0006909620546
292	0.0006909592405
293	0.0006909478319
294	0.0006909673117
295	0.0006909585317
296	0.0006909536512
297	0.0006909515107
298	0.0006909406123
299	0.0006909465548
300	0.0006909465548
301	0.0006909347489
302	0.0006909292769
303	0.0006909274265
304	0.0006909347919
305	0.0006909347919
306	0.0006909248783
307	0.0006909157159
308	0.0006909018553
309	0.0006909088005
310	0.0006909088005
311	0.0006908979384
312	0.0006908979384
313	0.0006909056234
314	0.0006908928443
315	0.0006909088082
316	0.0006908964634
317	0.0006908960533
318	0.0006908962403
319	0.0006908889548
320	0.000690892402
321	0.0006908891716
322	0.0006908926701
323	0.0006908835432
324	0.0006908844203
325	0.0006908806997
326	0.0006908760613
327	0.0006908736194
328	0.0006908620257
329	0.0006908516842
330	0.0006908569539
331	0.0006908573996
332	0.0006908449407
333	0.0006908449407
334	0.0006908558212
335	0.0006908558212
336	0.000690846007
337	0.000690846007
338	0.0006891263819
339	0.0006891263819
340	0.0006891279954
341	0.0006891096779
342	0.0006891096779
343	0.0006891145169
344	0.0006891023783
345	0.0006890880924
346	0.0006890758371
347	0.0006890758371
348	0.0006890907506
349	0.0006890724015
350	0.0006890718802
351	0.0006890660069
352	0.0006890773678
353	0.0006890662245
354	0.0006890674815
355	0.0006890563031
356	0.0006890563031
357	0.0006890483215
358	0.0006890483215
359	0.0006890443934
360	0.0006817416041
361	0.0006817416041
362	0.0006817382893
363	0.0006817385929
364	0.0006817111054
365	0.0006817086823
366	0.0006817111054
367	0.0006817087579
368	0.0006817069335
369	0.0006817069335
370	0.0006816714999
371	0.0006816833316
372	0.0006816796911
373	0.0006816799003
374	0.0006816718109
375	0.0006816634781
376	0.000681664236
377	0.00068165541
378	0.0006816538935
379	0.0006816538935
380	0.0006816498047
381	0.0006816498047
382	0.0006816490106
383	0.0006816366097
384	0.0006816321158
385	0.0006816339432
386	0.0006816134221
387	0.0006816167273
388	0.0006816167273
389	0.0006816048456
390	0.0006815969358
391	0.0006816011173
392	0.0006815975411
393	0.0006815964874
394	0.0006815714199
395	0.0006815968947
396	0.0006815940077
397	0.0006815682492
398	0.0006815717544
399	0.0006815575986
400	0.0006815599281
401	0.0006815599281
402	0.0006815599281
403	0.0006815599281
404	0.0006815470353
405	0.000681550713
406	0.000681550713
407	0.0006815420597
408	0.0006815381435
409	0.0006815431122
410	0.0006815292019
411	0.0006815285647
412	0.0006815327218
413	0.000681528981
414	0.0006815247048
415	0.0006815247048
416	0.0006815248397
417	0.0006815106849
418	0.0006815115175
419	0.0006814943354
420	0.0006815005532
421	0.0006814847021
422	0.0006814773973
423	0.000681473083
424	0.0006814657545
425	0.0006814697519
426	0.0006814614381
427	0.0006814487579
428	0.0006814438515
429	0.0006814398648
430	0.0006814429061
431	0.0006814346281
432	0.0006814314594
433	0.0006814230289
434	0.0006814249014
435	0.0006813985334
436	0.0006814105845
437	0.0006814245867
438	0.0006814162613
439	0.0006814162613
440	0.000681390472
441	0.000681394134
442	0.0006813833398
443	0.0006813761705
444	0.0006813635274
445	0.0006813607953
446	0.0006813715537
447	0.0006813475484
448	0.0006813336273
449	0.0006813547353
450	0.0006813427705
451	0.0006813491115
452	0.0006813202926
453	0.0006813268196
454	0.0006813067995
455	0.0006813101083
456	0.0006812981708
457	0.000681294815
458	0.0006812731699
459	0.0006812683125
460	0.0006812749328
461	0.0006812709517
462	0.0006812513528
463	0.0006812513528
464	0.0006812508232
465	0.0006812290173
466	0.0006812248911
467	0.0006812218694
468	0.0006812088358
469	0.0006812088358
470	0.0006811949758
471	0.0006812134845
472	0.0006812134845
473	0.0006811817096
474	0.0006811903678
475	0.0006811823803
476	0.0006811823803
477	0.0006811782497
478	0.0006811659961
479	0.0006811658279
480	0.0006811658279
481	0.000681158586
482	0.0006811483809
483	0.000681135574
484	0.0006811197592
485	0.0006811147954
486	0.0006811147954
487	0.000681106254
488	0.0006810973131
489	0.0006810958845
490	0.0006810871055
491	0.0006810893224
492	0.0006810878271
493	0.0006810659467
494	0.0006810684741
495	0.0006810569554
496	0.000681064073
497	0.0006810454622
498	0.0006810524502
499	0.0006810567659
500	0.0006810567659
501	0.0006810567659
502	0.0006810341117
503	0.000681022846
504	0.0006810036091
505	0.0006810036091
506	0.0006810039746
507	0.0006810007594
508	0.0006810007594
509	0.0006809968039
510	0.0006809756207
511	0.0006809725249
512	0.0006809726984
513	0.0006809725016
514	0.0006809569652
515	0.0006809715356
516	0.0006809715356
517	0.0006809715356
518	0.000680944959
519	0.0006809463984
520	0.0006809467774
521	0.0006809236731
522	0.0006809227016
523	0.0006809238847
524	0.0006809040281
525	0.0006809049591
526	0.0006809049591
527	0.0006808922961
528	0.0006808979459
529	0.0006808897274
530	0.0006808897274
531	0.0006808981192
532	0.0006808736882
533	0.0006808736882
534	0.0006808723882
535	0.0006808702958
536	0.0006808702958
537	0.0006808507115
538	0.0006808422599
539	0.0006808410246
540	0.0006808410246
541	0.0006808344043
542	0.0006808350746
543	0.0006808269204
544	0.000680818269
545	0.000680820197
546	0.000680820197
547	0.000680820197
548	0.0006808125077
549	0.0006808125077
550	0.0006808183976
551	0.000680800062
552	0.0006808032978
553	0.0006807936145
554	0.0006807936145
555	0.0006807828501
556	0.0006807828157
557	0.0006807740216
558	0.0006807711379
559	0.000680767824
560	0.000680767824
561	0.000680767824
562	0.0006807666953
563	0.0006807666953
564	0.0006807666953
565	0.0006807666953
566	0.0006807647506
567	0.0006807595363
568	0.0006807361176
569	0.0006807437316
570	0.0006807427933
571	0.0006807286371
572	0.0006807328585
573	0.0006807432952
574	0.0006807445769
575	0.0006807360227
576	0.0006807044927
577	0.0006807187571
578	0.0006807161417
579	0.0006807139031
580	0.0006807139031
581	0.0006806949426
582	0.0006807037267
583	0.0006807066513
584	0.0006806976964
585	0.0006806861923
586	0.0006806652455
587	0.0006806905146
588	0.0006806905146
589	0.0006806784307
590	0.0006806683609
591	0.0006806891686
592	0.0006806703622
593	0.0006806772992
594	0.0006806772992
595	0.0006806677148
596	0.0006806732971
597	0.0006806691598
598	0.0006806522237
599	0.0006806604743
600	0.0006806475118
601	0.0006806478002
602	0.0006806285935
603	0.0006806280442
604	0.0006806340785
605	0.0006806340785
606	0.0006806136561
607	0.0006806174087
608	0.0006806050641
609	0.0006806014132
610	0.0006805954288
611	0.0006805926754
612	0.000680592262
613	0.0006805894089
614	0.000680597097
615	0.0006805936227
616	0.0006805936227
617	0.0006805707994
618	0.0006805707994
619	0.0006805705795
620	0.0006805738719
621	0.0006805738719
622	0.000680571784
623	0.0006805779821
624	0.0006805657408
625	0.000680569743
626	0.0006805344773
627	0.0006805423314
628	0.0006805324319
629	0.0006805252997
630	0.0006805327275
631	0.000680517037
632	0.0006805236809
633	0.0006805047244
634	0.0006805047244
635	0.0006805067919
636	0.0006805053473
637	0.0006805101504
638	0.0006805101504
639	0.0006805093283
640	0.0006804927198
641	0.0006805044413
642	0.0006804864661
643	0.0006804824468
644	0.0006804824468
645	0.0006804780381
646	0.0006804850319
647	0.0006804663576
648	0.0006804647305
649	0.0006804647305
650	0.0006804679995
651	0.0006804798994
652	0.0006804608501
653	0.000680451477
654	0.0006804478881
655	0.0006804478881
656	0.0006804439681
657	0.0006804339935
658	0.0006804186934
659	0.0006804186934
660	0.0006804166897
661	0.0006804250513
662	0.0006804250513
663	0.0006804250513
664	0.0006804066584
665	0.0006804166626
666	0.0006804166626
667	0.0006804122983
668	0.0006803983997
669	0.0006804046188
670	0.0006804046188
671	0.0006803811978
672	0.0006803884699
673	0.0006803705958
674	0.0006803759862
675	0.0006803651749
676	0.0006803737775
677	0.0006803528414
678	0.0006803710723
679	0.000680360585
680	0.000680360585
681	0.000680360585
682	0.0006803527583
683	0.0006803595927
684	0.000680349285
685	0.0006803445051
686	0.0006803576659
687	0.0006803364046
688	0.0006803331972
689	0.0006803331972
690	0.0006803233174
691	0.0006803233174
692	0.000680317988
693	0.0006803199976
694	0.0006803146443
695	0.0006802978719
696	0.0006803200778
697	0.0006802942328
698	0.0006802903614
699	0.0006802924658
700	0.0006802857404
701	0.0006802905242
702	0.0006802706084
703	0.0006802628811
704	0.0006802752303
705	0.0006802754062
706	0.0006802620002
707	0.0006802489652
708	0.0006802604407
709	0.0006802409413
710	0.0006802449316
711	0.0006802330473
712	0.0006802295167
713	0.0006802158351
714	0.0006802089372
715	0.0006801976218
716	0.0006801863609
717	0.0006801930259
718	0.0006801931623
719	0.0006801804112
720	0.0006801679096
721	0.0006801693035
722	0.0006801659931
723	0.0006801594116
724	0.0006801351418
725	0.0006801373143
726	0.0006801574606
727	0.0006801357197
728	0.0006801248274
729	0.0006801227632
730	0.0006801285243
731	0.0006801078148
732	0.000680118407
733	0.0006801275284
734	0.000680104341
735	0.000680095958
736	0.0006801090238
737	0.0006800962603
738	0.0006800900125
739	0.0006800796889
740	0.0006800718914
741	0.000680072021
742	0.0006800752595
743	0.0006800624959
744	0.0006800558807
745	0.0006800513774
746	0.0006800385543
747	0.0006800359422
748	0.0006800318426
749	0.0006800220793
750	0.0006800197457
751	0.0006800047054
752	0.0006799930683
753	0.0006799856967
754	0.0006799906115
755	0.0006799919763
756	0.0006799851915
757	0.0006799826835
758	0.0006799837652
759	0.0006799778656
760	0.0006799686465
761	0.0006799706303
762	0.0006799626302
763	0.0006799614584
764	0.0006799627024
765	0.0006799405535
766	0.0006799322723
767	0.0006799377414
768	0.0006799345111
769	0.0006799181632
770	0.00067992083
771	0.0006799101662
772	0.0006798998039
773	0.0006799053442
774	0.0006798979828
775	0.0006799024506
776	0.0006799093922
777	0.0006798838649
778	0.0006798779522
779	0.0006798663461
780	0.0006798594298
781	0.0006798682941
782	0.0006798682007
